datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1990-04-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-04-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-04-20,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-04-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-04-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-04-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-04-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-04-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-04-30,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-21,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-29,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-30,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-05-31,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
1990-06-01,15723680000.0,-10308380001.3,1.3,5415299998.700001,54151.99998700001,54152.99998700001,0.0
1990-06-04,17942400000.0,-10308380001.3,1.3,7634019998.700001,0.40971322004923594,76340.19998700001,0.0
1990-06-05,29943200000.0,-10308380001.3,1.3,19634819998.7,1.5720157927335294,196348.19998700003,0.0
1990-06-06,21174720000.0,-10308380001.3,1.3,10866339998.7,-0.44657806899072927,108663.39998700003,87684.8
1990-06-07,18643520000.0,-10308380001.3,1.3,8335139998.700001,-0.2329395178415935,83351.39998700003,112996.8
1990-06-08,33388320000.0,-10308380001.3,1.3,23079939998.7,1.7689924827057122,230799.39998700007,0.0
1990-06-11,15789760000.0,-10308380001.3,1.3,5481379998.700001,-0.7625045819439416,54813.799987000035,175985.60000000003
1990-06-12,16503200000.0,-10308380001.3,1.3,6194819998.700001,0.13015700428892063,61948.199987000036,168851.20000000004
1990-06-13,0.0,6194819997.400002,2.6,6194819997.400002,-2.098525797578077e-10,61948.19997400005,168851.20001300002
1990-06-14,0.0,6194819997.400002,2.6,6194819997.400002,0.0,61948.19997400005,168851.20001300002
1990-06-15,0.0,6194819997.400002,2.6,6194819997.400002,0.0,61948.19997400005,168851.20001300002
1990-06-18,0.0,6194819997.400002,2.6,6194819997.400002,0.0,61948.19997400005,168851.20001300002
1990-06-19,0.0,6194819997.400002,2.6,6194819997.400002,0.0,61948.19997400005,168851.20001300002
1990-06-20,15473920000.0,-9527740003.899998,3.9000000000000004,5946179996.100002,-0.04013675964827945,59461.799961000055,171337.600026
1990-06-21,0.0,5946179994.800003,5.2,5946179994.800003,-2.1862767152214246e-10,59461.79994800006,171337.600039
1990-06-22,28397600000.0,-14913820006.499996,6.5,13483779993.500004,1.2676373748005796,134837.7999350001,95961.60005199997
1990-06-25,12200160000.0,-14913820006.499996,6.5,-2713660006.499996,-1.2012536549697594,-27136.600064999962,257936.00005200005
1990-06-26,12725440000.0,-14913820006.499996,6.5,-2188380006.499996,-0.19356883277264036,-21883.800064999963,252683.20005200003
1990-06-27,9722720000.0,-14913820006.499996,6.5,-5191100006.499996,1.3721200116438759,-51911.000064999964,282710.400052
1990-06-28,24993920000.0,-14913820006.499996,6.5,10080099993.500004,-2.94180423819196,100800.99993500003,129998.40005200004
1990-06-29,32519200000.0,-14913820006.499996,6.5,17605379993.500004,0.7465481498053155,176053.79993500002,54745.60005200005
1990-07-02,13540800000.0,-14913820006.499996,6.5,-1373020006.4999962,-1.0779886606825255,-13730.20006499995,244529.60005200002
1990-07-03,9950080000.0,-14913820006.499996,6.5,-4963740006.499996,2.615198600895267,-49637.40006499992,280436.800052
1990-07-05,10746400000.0,-14913820006.499996,6.5,-4167420006.499996,-0.16042741943720307,-41674.20006499993,272473.600052
1990-07-06,20905920000.0,-14913820006.499996,6.5,5992099993.500004,-2.437844033995619,59920.999934999985,170878.40005200007
1990-07-09,31545920000.0,-14913820006.499996,6.5,16632099993.500004,1.7756713024718973,166320.99993499988,64478.40005200019
1990-07-10,36142400000.0,-14913820006.499996,6.5,21228579993.500004,0.2763619748436068,212285.79993499984,18513.600052000227
1990-07-11,24615360000.0,-14913820006.499996,6.5,9701539993.500004,-0.5429962815944107,97015.39993499994,133784.00005200013
1990-07-12,18247040000.0,-14913820006.499996,6.5,3333219993.500004,-0.6564236197827098,33332.19993500001,197467.20005200006
1990-07-13,23097760000.0,-14913820006.499996,6.5,8183939993.500004,1.4552654818641493,81839.39993499996,148960.0000520001
1990-07-16,17970400000.0,-14913820006.499996,6.5,3056579993.500004,-0.6265148576446484,30565.799935000014,200233.60005200005
1990-07-17,13685280000.0,-14913820006.499996,6.5,-1228540006.4999962,-1.4019328822123283,-12285.40006499995,243084.80005200004
1990-07-18,28836640000.0,-14913820006.499996,6.5,13922819993.500004,-12.332817751018878,139228.19993499992,91571.20005200015
1990-07-19,58598400000.0,-14913820006.499996,6.5,43684579993.5,2.1376244190397165,436845.7999349996,0.0
1990-07-20,19184480000.0,-14913820006.499996,6.5,4270659993.500004,-0.9022387305970333,42706.59993499999,394139.1999999996
1990-07-23,27018880000.0,-14913820006.499996,6.5,12105059993.500004,1.8344705530114904,121050.5999349999,315795.1999999997
1990-07-24,19391680000.0,-14913820006.499996,6.5,4477859993.500004,-0.6300836182633991,44778.599934999984,392067.1999999996
1990-07-25,10492160000.0,-14913820006.499996,6.5,-4421660006.499996,-1.9874493648569658,-44216.600064999904,481062.3999999995
1990-07-26,8033760000.0,-14913820006.499996,6.5,-6880060006.499996,0.5559902833745844,-68800.60006499988,505646.3999999995
1990-07-27,6231680000.0,-14913820006.499996,6.5,-8682140006.499996,0.2619279480553178,-86821.40006499986,523667.1999999995
1990-07-30,8545600000.0,-14913820006.499996,6.5,-6368220006.499996,-0.266514937361947,-63682.20006499989,500527.9999999995
1990-07-31,9600640000.0,-14913820006.499996,6.5,-5313180006.499996,-0.16567266817464354,-53131.8000649999,489977.5999999995
1990-08-01,9350880000.0,-14913820006.499996,6.5,-5562940006.499996,0.047007630024665126,-55629.40006499989,492475.1999999995
1990-08-02,22312640000.0,-14913820006.499996,6.5,7398819993.500004,-2.3300197350420606,73988.19993499995,362857.5999999996
1990-08-03,26896800000.0,-14913820006.499996,6.5,11982979993.500004,0.619579879497983,119829.7999349999,317015.9999999997
1990-08-06,17965920000.0,-14913820006.499996,6.5,3052099993.500004,-0.745297080095638,30520.999935000003,406324.7999999996
1990-08-07,19853120000.0,-14913820006.499996,6.5,4939299993.500004,0.6183283653940344,49392.999934999985,387452.79999999964
1990-08-08,10253600000.0,-14913820006.499996,6.5,-4660220006.499996,-1.9434980690852408,-46602.20006499991,483447.99999999953
1990-08-09,9638720000.0,-14913820006.499996,6.5,-5275100006.499996,0.1319422686358962,-52751.000064999906,489596.7999999995
1990-08-10,10270400000.0,-14913820006.499996,6.5,-4643420006.499996,-0.11974749279096919,-46434.20006499992,483279.99999999953
1990-08-13,15611680000.0,-14913820006.499996,6.5,697859993.5000038,-1.1502900862991328,6978.599935000034,429867.1999999996
1990-08-14,9816800000.0,-14913820006.499996,6.5,-5097020006.499996,-8.303785936970993,-50970.20006499993,487815.99999999953
1990-08-15,9205280000.0,-14913820006.499996,6.5,-5708540006.499996,0.1199759858152718,-57085.40006499993,493931.19999999955
1990-08-16,12389440000.0,-14913820006.499996,6.5,-2524380006.499996,-0.5577888560602842,-25243.80006499995,462089.59999999957
1990-08-17,24610880000.0,-14913820006.499996,6.5,9697059993.500004,-4.841363015287381,96970.59993499999,339875.1999999996
1990-08-20,7506240000.0,-14913820006.499996,6.5,-7407580006.499996,-1.7638995748675723,-74075.80006499993,510921.5999999995
1990-08-21,16104480000.0,-14913820006.499996,6.5,1190659993.5000038,-1.1607353538477108,11906.59993500004,424939.19999999955
1990-08-22,12271840000.0,-14913820006.499996,6.5,-2641980006.499996,-3.21892061623215,-26419.800064999967,463265.59999999957
1990-08-23,14369600000.0,-14913820006.499996,6.5,-544220006.4999962,-0.7940105507380579,-5442.2000649999645,442287.9999999996
1990-08-24,7341600000.0,-14913820006.499996,6.5,-7572220006.499996,12.91389496170617,-75722.200065,512567.9999999996
1990-08-27,11746560000.0,-14913820006.499996,6.5,-3167260006.499996,-0.5817263624430855,-31672.600064999977,468518.39999999956
1990-08-28,8019200000.0,-14913820006.499996,6.5,-6894620006.499996,1.1768405474607517,-68946.200065,505791.9999999996
1990-08-29,15093120000.0,-14913820006.499996,6.5,179299993.5000038,-1.0260057832528793,1792.999935000041,435052.7999999996
1990-08-30,12259520000.0,-14913820006.499996,6.5,-2654300006.499996,-15.803681554511265,-26543.000065000004,463388.79999999964
1990-08-31,9945600000.0,-14913820006.499996,6.5,-4968220006.499996,0.8717627978501092,-49682.20006500004,486527.99999999965
1990-09-04,8274560000.0,-14913820006.499996,6.5,-6639260006.499996,0.3363458135536981,-66392.60006500006,503238.3999999997
1990-09-05,6405280000.0,-14913820006.499996,6.5,-8508540006.499996,0.2815494495124351,-85085.4000650001,521931.1999999997
1990-09-06,8762880000.0,-14913820006.499996,6.5,-6150940006.499996,-0.27708631541944206,-61509.40006500006,498355.19999999966
1990-09-07,5817280000.0,-14913820006.499996,6.5,-9096540006.499996,0.47888615348015784,-90965.40006500011,527811.1999999997
1990-09-10,7598080000.0,-14913820006.499996,6.5,-7315740006.499996,-0.19576674194006916,-73157.40006500008,510003.1999999997
1990-09-11,17827040000.0,-14913820006.499996,6.5,2913219993.500004,-1.3982126197639095,29132.199935000088,407713.5999999995
1990-09-12,0.0,2913219992.2000046,7.8,2913219992.2000046,-4.462413771832985e-10,29132.199922000094,407713.6000129995
1990-09-13,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-14,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-17,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-18,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-19,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-20,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-21,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-24,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-25,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-26,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-27,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-28,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-01,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-02,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-03,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-04,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-05,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-08,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-09,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-10,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-11,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-12,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-15,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-16,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-17,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-18,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-19,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-22,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-23,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-24,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-25,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-26,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-29,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-30,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-31,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-01,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-02,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-05,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-06,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-07,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-08,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-09,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-12,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-13,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-14,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-15,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-16,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-19,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-20,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-21,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-23,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-26,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-27,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-28,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-29,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-30,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-03,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-04,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-05,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-06,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-07,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-10,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-11,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-12,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-13,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-14,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-17,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-18,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-19,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-20,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-21,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-24,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-26,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-27,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-28,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-31,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-02,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-03,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-04,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-07,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-08,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-09,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-10,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-11,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-14,21084000000.0,-27852060009.099995,9.1,-6768060009.099995,-3.3232231095561353,-67680.60009100006,504526.40002599964
1991-01-15,19205760000.0,-27852060009.099995,9.1,-8646300009.099995,0.2775152698815633,-86463.0000910001,523308.8000259997
1991-01-16,39063360000.0,-27852060009.099995,9.1,11211299990.900005,-2.296658683957348,112112.99990900024,324732.8000259994
1991-01-17,59167360000.0,-27852060009.099995,9.1,31315299990.900005,1.793190800024799,313152.9999090006,123692.80002599902
1991-01-18,94324160000.0,-27852060009.099995,9.1,66472099990.90001,1.1226716656144538,664720.9999090012,0.0
1991-01-21,32430720000.0,-27852060009.099995,9.1,4578659990.900005,-0.9311190711362087,45786.59990900011,618934.4000000011
1991-01-22,42772800000.0,-27852060009.099995,9.1,14920739990.900005,2.258756933372357,149207.39990900026,515513.6000000009
1991-01-23,24426080000.0,-27852060009.099995,9.1,-3425980009.0999947,-1.2296119368871425,-34259.800091000005,698980.8000000012
1991-01-24,23393440000.0,-27852060009.099995,9.1,-4458620009.099995,0.3014144849815614,-44586.20009100002,709307.2000000012
1991-01-25,22380960000.0,-27852060009.099995,9.1,-5471100009.099995,0.22708371602279165,-54711.00009100004,719432.0000000012
1991-01-28,27348160000.0,-27852060009.099995,9.1,-503900009.09999466,-0.9078978618080704,-5039.000090999957,669760.0000000012
1991-01-29,21555520000.0,-27852060009.099995,9.1,-6296540009.099995,11.49561400156772,-62965.400091000076,727686.4000000013
1991-01-30,33677280000.0,-27852060009.099995,9.1,5825219990.900005,-1.9251461886180632,58252.19990900017,606468.800000001
1991-01-31,24259200000.0,-27852060009.099995,9.1,-3592860009.0999947,-1.616776707954834,-35928.60009100001,700649.6000000011
1991-02-01,44455040000.0,-27852060009.099995,9.1,16602979990.900005,-5.621104064407738,166029.79990900034,498691.2000000008
1991-02-04,26784800000.0,-27852060009.099995,9.1,-1067260009.0999947,-1.0642812320249109,-10672.600090999977,675393.6000000011
1991-02-05,35611520000.0,-27852060009.099995,9.1,7759459990.900005,-8.270449491912892,77594.59990900026,587126.400000001
1991-02-06,22256640000.0,-27852060009.099995,9.1,-5595420009.099995,-1.7211094606663462,-55954.20009100009,720675.2000000012
1991-02-07,52017280000.0,-27852060009.099995,9.1,24165219990.900005,-5.318749969010263,241652.1999090007,423068.8000000005
1991-02-08,31355520000.0,-27852060009.099995,9.1,3503459990.9000053,-0.8550205629322093,35034.59990900014,629686.4000000011
